Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
266,Connor Metcalfe,au AUS,"MF,FW",St Pauli,25,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
267,Romano Schmid,at AUT,"MF,FW",Werder Bremen,25,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
268,Lennard Maloney,us USA,"DF,MF",Mainz 05,25,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
269,Phillip Tietz,de GER,FW,Mainz 05,28,"€ 25,385 (£ 21,985, $29,506)","€ 1,320,000 (£ 1,143,196, $1,534,324)",Unverified estimation
270,Igor Matanović,hr CRO,FW,Freiburg,22,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
271,Assan Ouédraogo,de GER,MF,RB Leipzig,19,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
272,Kosta Nedeljković,rs SRB,DF,RB Leipzig,19,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
273,Alexander Meyer,de GER,GK,Dortmund,34,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
274,Marius Bülter,de GER,"FW,MF",Köln,32,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
275,Ibrahim Maza,dz ALG,MF,Leverkusen,19,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
276,Can Uzun,tr TUR,MF,Eintracht Frankfurt,19,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
277,Jonas Urbig,de GER,GK,Bayern Munich,21,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
278,Bazoumana Touré,ci CIV,"MF,FW",Hoffenheim,19,"€ 23,654 (£ 20,505, $27,549)","€ 1,230,000 (£ 1,066,235, $1,432,561)",Unverified estimation
279,Kōta Takai,jp JPN,DF,Gladbach,20,"€ 23,654 (£ 20,486, $27,494)","€ 1,230,000 (£ 1,065,250, $1,429,711)",Unverified estimation
280,Amos Pieper,de GER,DF,Werder Bremen,27,"€ 23,654 (£ 20,505, $27,549)","€ 1,230,000 (£ 1,066,235, $1,432,561)",Unverified estimation
281,Jan Thielmann,de GER,"MF,FW",Köln,23,"€ 23,654 (£ 20,505, $27,549)","€ 1,230,000 (£ 1,066,235, $1,432,561)",Unverified estimation
282,Janis Blaswich,de GER,GK,Leverkusen,34,"€ 23,654 (£ 20,505, $27,549)","€ 1,230,000 (£ 1,066,235, $1,432,561)",Unverified estimation
283,Stanley N'Soki,fr FRA,"DF,MF",Union Berlin,26,"€ 23,269 (£ 20,171, $27,101)","€ 1,210,000 (£ 1,048,898, $1,409,267)",Unverified estimation
284,Arthur Chaves,br BRA,DF,Hoffenheim,24,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
285,Mads Pedersen,dk DEN,MF,Augsburg,28,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
286,Arijon Ibrahimović,de GER,"MF,FW",Heidenheim,19,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
287,Kevin Müller,de GER,GK,Heidenheim,34,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
288,Marvin Pieringer,de GER,"FW,MF",Heidenheim,25,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
289,Albert Grønbaek,dk DEN,MF,Hamburger SV,24,"€ 21,731 (£ 18,820, $25,259)","€ 1,130,000 (£ 978,645, $1,313,474)",Unverified estimation
290,Bakery Jatta,gm GAM,MF,Hamburger SV,27,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
291,Daniel Heuer Fernandes,pt POR,GK,Hamburger SV,32,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
292,Gio Reyna,us USA,MF,Gladbach,22,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
293,Jens Castrop,kr KOR,MF,Gladbach,22,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
294,Yannik Engelhardt,de GER,MF,Gladbach,24,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
295,Kevin Paredes,us USA,MF,Wolfsburg,22,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
296,Kilian Fischer,de GER,DF,Wolfsburg,24,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
297,Danel Sinani,lu LUX,"MF,FW",St Pauli,28,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
298,Fabian Bredlow,de GER,GK,Stuttgart,30,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
299,Tom Rothe,de GER,"MF,DF",Union Berlin,20,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
300,Maxim Leitsch,de GER,DF,Mainz 05,27,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
301,Nelson Weiper,de GER,FW,Mainz 05,20,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
302,Silas Katompa Mvumpa,,RW,Mainz 05,27,"€ 21,731 (£ 18,820, $25,259)","€ 1,130,000 (£ 978,645, $1,313,474)",Unverified estimation
303,Cyriaque Irié,bf BFA,MF,Freiburg,20,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
304,Junior Adamu,at AUT,FW,Freiburg,24,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
305,Noah Atubolu,de GER,GK,Freiburg,23,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
306,Andrija Maksimovic,,AM,RB Leipzig,18,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
307,Dominique Heintz,de GER,DF,Köln,31,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
308,Ísak Jóhannesson,is ISL,MF,Köln,22,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
309,Jakub Kamiński,pl POL,"MF,FW",Köln,23,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
310,Rav van den Berg,nl NED,DF,Köln,21,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
311,Jean-Mattéo Bahoya,,LW,Eintracht Frankfurt,20,"€ 21,731 (£ 18,837, $25,309)","€ 1,130,000 (£ 979,549, $1,316,092)",Unverified estimation
312,Wouter Burger,nl NED,MF,Hoffenheim,24,"€ 20,000 (£ 17,337, $23,294)","€ 1,040,000 (£ 901,532, $1,211,271)",Unverified estimation
313,James Sands,us USA,MF,St Pauli,25,"€ 20,000 (£ 17,337, $23,294)","€ 1,040,000 (£ 901,532, $1,211,271)",
314,Marin Ljubicic,hr CRO,FW,Union Berlin,23,"€ 20,000 (£ 17,337, $23,294)","€ 1,040,000 (£ 901,532, $1,211,271)",Unverified estimation
315,William Bøving,,CF,Mainz 05,22,"€ 20,000 (£ 17,337, $23,294)","€ 1,040,000 (£ 901,532, $1,211,271)",Unverified estimation
316,Joël Schmied,ch SUI,DF,Köln,26,"€ 20,000 (£ 17,337, $23,294)","€ 1,040,000 (£ 901,532, $1,211,271)",Unverified estimation
317,Sebastian Sebulonsen,,RB,Köln,26,"€ 20,000 (£ 17,337, $23,294)","€ 1,040,000 (£ 901,532, $1,211,271)",Unverified estimation
318,Muhammed Damar,de GER,"MF,FW",Hoffenheim,21,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
319,Tim Lemperle,de GER,FW,Hoffenheim,23,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
320,Nediljko Labrović,hr CRO,GK,Augsburg,25,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
321,Tim Siersleben,de GER,DF,Heidenheim,25,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
322,Ransford Königsdörffer,gh GHA,"FW,MF",Hamburger SV,23,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
323,Jonas Adjetey,,CB,Wolfsburg,22,"€ 18,077 (£ 15,656, $21,012)","€ 940,000 (£ 814,094, $1,092,624)",Unverified estimation
324,Sael Kumbedi,fr FRA,"DF,MF",Wolfsburg,20,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
325,Finn Jeltsch,de GER,DF,Stuttgart,19,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
326,Pascal Stenzel,de GER,MF,Stuttgart,29,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
327,Olivier Deman,be BEL,"DF,MF",Werder Bremen,25,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
328,Aljoscha Kemlein,de GER,MF,Union Berlin,20,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
329,Leopold Querfeld,at AUT,DF,Union Berlin,21,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
330,Anthony Jung,de GER,DF,Freiburg,33,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
331,Derry Scherhant,de GER,MF,Freiburg,22,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
332,Johan Manzambi,ch SUI,MF,Freiburg,19,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
333,Nicolas Höfler,de GER,MF,Freiburg,35,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
334,Julien Duranville,be BEL,FW,Dortmund,19,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
335,Denis Huseinbasic,ba BIH,MF,Köln,24,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
336,Jusuf Gazibegović,ba BIH,DF,Köln,25,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
337,Arthur,br BRA,MF,Leverkusen,22,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
338,Claudio Echeverri,ar ARG,MF,Leverkusen,19,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
339,Ernest Poku,nl NED,MF,Leverkusen,21,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
340,Ansgar Knauff,de GER,"MF,FW",Eintracht Frankfurt,23,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
341,Jessic Ngankam,de GER,FW,Eintracht Frankfurt,25,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
342,Nnamdi Collins,de GER,DF,Eintracht Frankfurt,21,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
343,Timothy Chandler,us USA,"DF,MF",Eintracht Frankfurt,35,"€ 18,077 (£ 15,670, $21,054)","€ 940,000 (£ 814,846, $1,094,803)",Unverified estimation
344,Aaron Zehnter,de GER,"DF,MF",Wolfsburg,20,"€ 16,346 (£ 14,170, $19,038)","€ 850,000 (£ 736,829, $989,981)",Unverified estimation
345,Adam Daghim,,CF,Wolfsburg,20,"€ 16,346 (£ 14,170, $19,038)","€ 850,000 (£ 736,829, $989,981)",Unverified estimation
346,Mathias Rasmussen,,CM,St Pauli,28,"€ 16,346 (£ 14,157, $19,000)","€ 850,000 (£ 736,149, $988,011)",Unverified estimation
347,Luca Jaquez,ch SUI,DF,Stuttgart,22,"€ 16,346 (£ 14,170, $19,038)","€ 850,000 (£ 736,829, $989,981)",Unverified estimation
348,Skelly Alvero,fr FRA,MF,Werder Bremen,23,"€ 16,346 (£ 14,170, $19,038)","€ 850,000 (£ 736,829, $989,981)",Unverified estimation
349,Livan Burcu,tr TUR,"MF,FW",Union Berlin,20,"€ 16,346 (£ 14,170, $19,038)","€ 850,000 (£ 736,829, $989,981)",Unverified estimation
350,Kaishū Sano,jp JPN,MF,Mainz 05,24,"€ 16,346 (£ 14,170, $19,038)","€ 850,000 (£ 736,829, $989,981)",Unverified estimation
351,Florian Müller,de GER,GK,Freiburg,27,"€ 16,346 (£ 14,170, $19,038)","€ 850,000 (£ 736,829, $989,981)",Unverified estimation
352,Kristoffer Lund,,LB,Köln,23,"€ 16,346 (£ 14,170, $19,038)","€ 850,000 (£ 736,829, $989,981)",Unverified estimation
353,Aurèle Amenda,ch SUI,DF,Eintracht Frankfurt,22,"€ 16,346 (£ 14,170, $19,038)","€ 850,000 (£ 736,829, $989,981)",Unverified estimation
354,Tomáš Čvančara,cz CZE,CF,Gladbach,25,"€ 15,385 (£ 13,264, $18,009)","€ 800,000 (£ 689,744, $936,443)",Unverified estimation
355,Giorgi Gocholeishvili,,RB,Hamburger SV,24,"€ 15,192 (£ 13,170, $17,694)","€ 790,000 (£ 684,817, $920,100)",Unverified estimation
356,Umut Tohumcu,de GER,MF,Hoffenheim,20,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
357,Anton Kade,de GER,"MF,FW",Augsburg,21,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
358,Marnon Busch,de GER,"DF,MF",Heidenheim,30,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
359,Mikkel Kaufmann,dk DEN,FW,Heidenheim,24,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
360,Sirlord Conteh,de GER,"MF,FW",Heidenheim,29,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
361,Damion Downs,us USA,FW,Hamburger SV,21,"€ 14,423 (£ 12,491, $16,765)","€ 750,000 (£ 649,543, $871,775)",Unverified estimation
362,Lukas Ullrich,de GER,"DF,MF",Gladbach,21,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
363,Jeanuël Belocian,fr FRA,DF,Wolfsburg,20,"€ 14,423 (£ 12,491, $16,765)","€ 750,000 (£ 649,543, $871,775)",Unverified estimation
364,Kento Shiogai,,CF,Wolfsburg,20,"€ 14,423 (£ 12,491, $16,765)","€ 750,000 (£ 649,543, $871,775)",Unverified estimation
365,Marius Müller,de GER,GK,Wolfsburg,32,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
366,Pavao Pervan,at AUT,GK,Wolfsburg,37,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
367,Joel Chima Fujita,,CM,St Pauli,23,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
368,Chema Andrés,,CM,Stuttgart,20,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
369,Jeremy Arévalo,,CF,Stuttgart,20,"€ 14,423 (£ 12,491, $16,765)","€ 750,000 (£ 649,543, $871,775)",Unverified estimation
370,Ramon Hendriks,nl NED,DF,Stuttgart,24,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
371,Ilyas Ansah,de GER,"MF,FW",Union Berlin,20,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
372,Armindo Sieb,de GER,FW,Mainz 05,22,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
373,Niklas Tauer,de GER,DM,Mainz 05,24,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
374,Sheraldo Becker,sr SUR,FW,Mainz 05,30,"€ 14,423 (£ 12,491, $16,765)","€ 750,000 (£ 649,543, $871,775)",Unverified estimation
375,Sota Kawasaki,,DM,Mainz 05,24,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
376,Stefan Posch,at AUT,DF,Mainz 05,28,"€ 14,423 (£ 12,491, $16,765)","€ 750,000 (£ 649,543, $871,775)",Unverified estimation
377,Max Finkgräfe,de GER,DF,RB Leipzig,21,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
378,Yan Diomande,,LW,RB Leipzig,19,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
379,Almugera Kabar,de GER,DF,Dortmund,19,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
380,Luca Kilian,de GER,CB,Köln,26,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
381,Niklas Lomb,de GER,GK,Leverkusen,32,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
382,Younes Ebnoutalib,,CF,Eintracht Frankfurt,22,"€ 14,423 (£ 12,491, $16,765)","€ 750,000 (£ 649,543, $871,775)",Unverified estimation
383,Lennart Karl,de GER,MF,Bayern Munich,17,"€ 14,423 (£ 12,503, $16,798)","€ 750,000 (£ 650,143, $873,513)",Unverified estimation
384,Said El Mala,de GER,"FW,MF",Köln,18,"€ 13,846 (£ 12,003, $16,126)","€ 720,000 (£ 624,137, $838,572)",
385,Mert Kömür,de GER,"MF,FW",Augsburg,20,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
386,Noahkai Banks,us USA,DF,Augsburg,18,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
387,Christian Conteh,de GER,"MF,FW",Heidenheim,25,"€ 12,692 (£ 10,992, $14,753)","€ 660,000 (£ 571,598, $767,162)",Unverified estimation
388,Eren Dinkçi,de GER,"MF,FW",Heidenheim,23,"€ 12,692 (£ 10,992, $14,753)","€ 660,000 (£ 571,598, $767,162)",Unverified estimation
389,Jonas Föhrenbach,de GER,"DF,MF",Heidenheim,29,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
390,Immanuel Pherai,sr SUR,"FW,MF",Hamburger SV,24,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
391,Warmed Omari,km COM,DF,Hamburger SV,25,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
392,Fabio Chiarodia,it ITA,DF,Gladbach,20,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
393,Bence Dárdai,hu HUN,MF,Wolfsburg,19,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
394,Dženan Pejčinović,de GER,FW,Wolfsburg,20,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
395,Andreas Hountondji,bj BEN,FW,St Pauli,23,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
396,Arkadiusz Pyrka,pl POL,MF,St Pauli,22,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
397,Karol Mets,ee EST,DF,St Pauli,32,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
398,Louis Oppie,,LB,St Pauli,23,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
399,Tomoya Ando,,CB,St Pauli,27,"€ 12,692 (£ 10,992, $14,753)","€ 660,000 (£ 571,598, $767,162)",Unverified estimation
400,Nikolas Nartey,dk DEN,MF,Stuttgart,25,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
401,Julián Malatini,ar ARG,DF,Werder Bremen,24,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
402,Ben Bobzien,de GER,"FW,MF",Mainz 05,22,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
403,Lucas Höler,de GER,"FW,MF",Freiburg,31,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
404,Leopold Zingerle,de GER,GK,RB Leipzig,31,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
405,Cenk Özkacar,tr TUR,DF,Köln,24,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
406,Ron-Robert Zieler,de GER,GK,Köln,36,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
407,Christian Kofane,,CF,Leverkusen,19,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
408,Elias Baum,de GER,DF,Eintracht Frankfurt,19,"€ 12,692 (£ 11,002, $14,783)","€ 660,000 (£ 572,126, $768,691)",Unverified estimation
409,Karl Jakob Hein,ee EST,GK,Werder Bremen,23,"€ 11,923 (£ 10,336, $13,887)","€ 620,000 (£ 537,452, $722,104)",Unverified estimation
410,Isaac Schmidt,ch SUI,"MF,DF",Werder Bremen,25,"€ 11,538 (£ 10,002, $13,439)","€ 600,000 (£ 520,115, $698,810)",Unverified estimation
411,Luca Philipp,de GER,GK,Hoffenheim,24,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
412,Michael Gregoritsch,at AUT,FW,Augsburg,31,"€ 10,962 (£ 9,493, $12,741)","€ 570,000 (£ 493,653, $662,549)",Unverified estimation
413,Yannik Keitel,de GER,"MF,DF",Augsburg,25,"€ 10,962 (£ 9,493, $12,741)","€ 570,000 (£ 493,653, $662,549)",Unverified estimation
414,Leonidas Stergiou,ch SUI,DF,Heidenheim,23,"€ 10,962 (£ 9,493, $12,741)","€ 570,000 (£ 493,653, $662,549)",Unverified estimation
415,Omar Traoré,de GER,"DF,MF",Heidenheim,27,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
416,Thomas Keller,de GER,DF,Heidenheim,25,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
417,Luka Vuskovic,,CB,Hamburger SV,18,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
418,Philip Otele,,LW,Hamburger SV,26,"€ 10,962 (£ 9,493, $12,741)","€ 570,000 (£ 493,653, $662,549)",Unverified estimation
419,Grant-Leon Ranos,,CF,Gladbach,22,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
420,Hugo Bolin,,LM,Gladbach,22,"€ 10,962 (£ 9,493, $12,741)","€ 570,000 (£ 493,653, $662,549)",Unverified estimation
421,Taichi Hara,jp JPN,FW,St Pauli,26,"€ 10,962 (£ 9,493, $12,741)","€ 570,000 (£ 493,653, $662,549)",Unverified estimation
422,Justin Diehl,de GER,LW,Stuttgart,21,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
423,Lazar Jovanovic,,RW,Stuttgart,19,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
424,Keke Topp,,CF,Werder Bremen,21,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
425,Jannik Huth,de GER,GK,Freiburg,31,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
426,Tidiam Gomis,fr FRA,FW,RB Leipzig,18,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
427,Patrick Drewes,de GER,GK,Dortmund,32,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
428,Eric Martel,de GER,"MF,DF",Köln,23,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
429,Kauã Santos,br BRA,GK,Eintracht Frankfurt,22,"€ 10,962 (£ 9,502, $12,767)","€ 570,000 (£ 494,109, $663,870)",Unverified estimation
430,Cole Campbell,us USA,FW,Hoffenheim,19,"€ 9,038 (£ 7,828, $10,506)","€ 470,000 (£ 407,047, $546,312)",Unverified estimation
431,Max Moerstedt,,CF,Hoffenheim,20,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
432,Ismaël Gharbi,tn TUN,MF,Augsburg,21,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
433,Rodrigo Ribeiro,pt POR,FW,Augsburg,20,"€ 9,038 (£ 7,828, $10,506)","€ 470,000 (£ 407,047, $546,312)",Unverified estimation
434,Uchenna Ogundu,,CF,Augsburg,19,"€ 9,038 (£ 7,828, $10,506)","€ 470,000 (£ 407,047, $546,312)",Unverified estimation
435,Luca Kerber,de GER,MF,Heidenheim,23,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
436,Alexander Røssing-Lelesiit,no NOR,"FW,MF",Hamburger SV,18,"€ 9,038 (£ 7,835, $10,527)","€ 470,000 (£ 407,423, $547,401)",Unverified estimation
