Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
105,Jamie Leweling,de GER,MF,Stuttgart,24,"€ 61,731 (£ 53,512, $71,897)","€ 3,210,000 (£ 2,782,613, $3,738,634)",Unverified estimation
106,Jens Stage,dk DEN,MF,Werder Bremen,28,"€ 61,731 (£ 53,512, $71,897)","€ 3,210,000 (£ 2,782,613, $3,738,634)",Unverified estimation
107,Yuito Suzuki,jp JPN,MF,Freiburg,23,"€ 61,731 (£ 53,512, $71,897)","€ 3,210,000 (£ 2,782,613, $3,738,634)",Unverified estimation
108,Johan Bakayoko,be BEL,"FW,MF",RB Leipzig,22,"€ 61,731 (£ 53,512, $71,897)","€ 3,210,000 (£ 2,782,613, $3,738,634)",Unverified estimation
109,Eliesse Ben Seghir,ma MAR,MF,Leverkusen,20,"€ 61,731 (£ 53,512, $71,897)","€ 3,210,000 (£ 2,782,613, $3,738,634)",Unverified estimation
110,Mahmoud Dahoud,de GER,"MF,FW",Eintracht Frankfurt,29,"€ 61,731 (£ 53,512, $71,897)","€ 3,210,000 (£ 2,782,613, $3,738,634)",Unverified estimation
111,Jonas Omlin,ch SUI,GK,Gladbach,31,"€ 58,077 (£ 50,344, $67,641)","€ 3,020,000 (£ 2,617,910, $3,517,344)",Unverified estimation
112,Marco Friedl,at AUT,DF,Werder Bremen,27,"€ 58,077 (£ 50,344, $67,641)","€ 3,020,000 (£ 2,617,910, $3,517,344)",Unverified estimation
113,Jordy Makengo,fr FRA,DF,Freiburg,23,"€ 58,077 (£ 50,344, $67,641)","€ 3,020,000 (£ 2,617,910, $3,517,344)",Unverified estimation
114,Luca Waldschmidt,de GER,"FW,MF",Köln,29,"€ 58,077 (£ 50,344, $67,641)","€ 3,020,000 (£ 2,617,910, $3,517,344)",Unverified estimation
115,Adam Hložek,cz CZE,"FW,MF",Hoffenheim,23,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
116,Ozan Kabak,tr TUR,DF,Hoffenheim,25,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
117,Fabio Vieira,pt POR,"MF,FW",Hamburger SV,25,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",
118,Kevin Diks,id IDN,DF,Gladbach,28,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
119,Kevin Stöger,at AUT,MF,Gladbach,31,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
120,Moritz Nicolas,de GER,GK,Gladbach,27,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
121,Mattias Svanberg,se SWE,MF,Wolfsburg,26,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
122,Atakan Karazor,tr TUR,MF,Stuttgart,28,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
123,Bilal El Khannouss,ma MAR,"MF,FW",Stuttgart,21,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
124,Josha Vagnoman,de GER,"DF,MF",Stuttgart,24,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
125,Julian Chabot,de GER,DF,Stuttgart,27,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
126,Mitchell Weiser,de GER,RB,Werder Bremen,31,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
127,Victor Boniface,ng NGA,FW,Werder Bremen,24,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",
128,Danilho Doekhi,nl NED,DF,Union Berlin,27,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
129,Nadiem Amiri,de GER,MF,Mainz 05,28,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
130,Christian Günter,de GER,DF,Freiburg,32,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
131,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,20,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",
132,Ragnar Ache,de GER,FW,Köln,27,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
133,Hugo Larsson,se SWE,MF,Eintracht Frankfurt,21,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
134,Tom Bischof,de GER,"DF,MF",Bayern Munich,20,"€ 54,423 (£ 47,177, $63,386)","€ 2,830,000 (£ 2,453,207, $3,296,055)",Unverified estimation
135,Yussuf Poulsen,dk DEN,FW,Hamburger SV,31,"€ 50,769 (£ 44,010, $59,130)","€ 2,640,000 (£ 2,288,504, $3,074,765)",Unverified estimation
136,Leonardo Bittencourt,de GER,MF,Werder Bremen,31,"€ 50,769 (£ 44,010, $59,130)","€ 2,640,000 (£ 2,288,504, $3,074,765)",
137,Niklas Stark,de GER,DF,Werder Bremen,30,"€ 50,769 (£ 44,010, $59,130)","€ 2,640,000 (£ 2,288,504, $3,074,765)",Unverified estimation
138,Senne Lynen,be BEL,MF,Werder Bremen,26,"€ 50,769 (£ 44,010, $59,130)","€ 2,640,000 (£ 2,288,504, $3,074,765)",Unverified estimation
139,Lee Jae-sung,kr KOR,"MF,FW",Mainz 05,32,"€ 50,769 (£ 44,010, $59,130)","€ 2,640,000 (£ 2,288,504, $3,074,765)",Unverified estimation
140,Alessio Castro-Montes,be BEL,"MF,DF",Köln,28,"€ 50,769 (£ 44,010, $59,130)","€ 2,640,000 (£ 2,288,504, $3,074,765)",Unverified estimation
141,Timo Hübers,de GER,DF,Köln,29,"€ 50,769 (£ 44,010, $59,130)","€ 2,640,000 (£ 2,288,504, $3,074,765)",Unverified estimation
142,Valentin Gendrey,fr FRA,DF,Hoffenheim,25,"€ 47,115 (£ 40,842, $54,875)","€ 2,450,000 (£ 2,123,801, $2,853,475)",Unverified estimation
143,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,28,"€ 47,115 (£ 40,842, $54,875)","€ 2,450,000 (£ 2,123,801, $2,853,475)",Unverified estimation
144,Robin Zentner,de GER,GK,Mainz 05,30,"€ 47,115 (£ 40,842, $54,875)","€ 2,450,000 (£ 2,123,801, $2,853,475)",Unverified estimation
145,Philipp Treu,de GER,"DF,MF",Freiburg,24,"€ 47,115 (£ 40,842, $54,875)","€ 2,450,000 (£ 2,123,801, $2,853,475)",Unverified estimation
146,Daniel Svensson,se SWE,MF,Dortmund,23,"€ 47,115 (£ 40,842, $54,875)","€ 2,450,000 (£ 2,123,801, $2,853,475)",Unverified estimation
147,Ezequiél Fernández,ar ARG,MF,Leverkusen,23,"€ 47,115 (£ 40,842, $54,875)","€ 2,450,000 (£ 2,123,801, $2,853,475)",Unverified estimation
148,Yukinari Sugawara,jp JPN,"DF,MF",Werder Bremen,25,"€ 45,385 (£ 39,342, $52,859)","€ 2,360,000 (£ 2,045,784, $2,748,653)",Unverified estimation
149,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,31,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
150,Chrislain Matsima,fr FRA,DF,Augsburg,23,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
151,Finn Dahmen,de GER,GK,Augsburg,27,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
152,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,34,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
153,Kristijan Jakić,hr CRO,"MF,DF",Augsburg,28,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
154,Marius Wolf,de GER,MF,Augsburg,30,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
155,Nicolás Capaldo,ar ARG,"DF,MF",Hamburger SV,26,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
156,Robert Glatzel,de GER,FW,Hamburger SV,31,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
157,Shuto Machino,jp JPN,"FW,MF",Gladbach,25,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
158,Dan-Axel Zagadou,fr FRA,DF,Stuttgart,26,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
159,Lorenz Assignon,tg TOG,"DF,MF",Stuttgart,25,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
160,Alex Král,cz CZE,MF,Union Berlin,27,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
161,Josip Juranović,hr CRO,MF,Union Berlin,29,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
162,Benedict Hollerbach,de GER,"FW,MF",Mainz 05,24,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
163,Dominik Kohr,de GER,DF,Mainz 05,31,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
164,Maximilian Philipp,de GER,"FW,MF",Freiburg,31,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
165,Antonio Nusa,no NOR,"FW,MF",RB Leipzig,20,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
166,Conrad Harder,,CF,RB Leipzig,20,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
167,Marvin Schwäbe,de GER,GK,Köln,30,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
168,Nathaniel Brown,de GER,"MF,DF",Eintracht Frankfurt,22,"€ 43,462 (£ 37,675, $50,619)","€ 2,260,000 (£ 1,959,098, $2,632,185)",Unverified estimation
169,Alexander Prass,at AUT,MF,Hoffenheim,24,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
170,Dennis Geiger,de GER,CM,Hoffenheim,27,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
171,Cedric Zesiger,ch SUI,DF,Augsburg,27,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
172,Keven Schlotterbeck,de GER,DF,Augsburg,28,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
173,Jordan Torunarigha,de GER,DF,Hamburger SV,27,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
174,Marvin Friedrich,de GER,DF,Gladbach,29,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",
175,Jonas Wind,dk DEN,FW,Wolfsburg,26,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
176,Jackson Irvine,au AUS,MF,St Pauli,32,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
177,Maximilian Wöber,at AUT,DF,Werder Bremen,27,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
178,Samuel Mbangula,be BEL,"MF,FW",Werder Bremen,21,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",
179,Robert Skov,dk DEN,"DF,MF",Union Berlin,29,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
180,Silvan Widmer,ch SUI,MF,Mainz 05,32,"€ 40,000 (£ 34,674, $46,587)","€ 2,080,000 (£ 1,803,064, $2,422,542)",Unverified estimation
181,Fisnik Asllani,xk KVX,"FW,MF",Hoffenheim,22,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
182,Elias Saad,tn TUN,"MF,FW",Augsburg,25,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
183,Budu Zivzivadze,ge GEO,FW,Heidenheim,31,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
184,Patrick Mainka,de GER,DF,Heidenheim,30,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
185,Jean-Luc Dompé,fr FRA,"FW,MF",Hamburger SV,29,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
186,Miro Muheim,ch SUI,"MF,DF",Hamburger SV,27,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
187,Haris Tabaković,ba BIH,FW,Gladbach,31,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
188,Patrick Wimmer,at AUT,MF,Wolfsburg,24,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
189,Rogério,br BRA,LB,Wolfsburg,28,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
190,Eric Smith,se SWE,"DF,MF",St Pauli,28,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
191,Tiago Tomás,pt POR,"MF,FW",Stuttgart,23,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
192,Christopher Trimmel,at AUT,"MF,DF",Union Berlin,38,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
193,Frederik Rønnow,dk DEN,GK,Union Berlin,32,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
194,Rani Khedira,tn TUN,MF,Union Berlin,31,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
195,Anthony Caci,fr FRA,MF,Mainz 05,28,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
196,Phillipp Mwene,at AUT,MF,Mainz 05,31,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
197,Lukas Kübler,de GER,DF,Freiburg,32,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
198,Fares Chaïbi,dz ALG,MF,Eintracht Frankfurt,22,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
199,Sven Ulreich,de GER,GK,Bayern Munich,36,"€ 36,346 (£ 31,507, $42,332)","€ 1,890,000 (£ 1,638,361, $2,201,252)",Unverified estimation
200,Arnaud Kalimuendo,fr FRA,"FW,MF",Eintracht Frankfurt,23,"€ 34,423 (£ 29,812, $40,012)","€ 1,790,000 (£ 1,550,242, $2,080,636)",Unverified estimation
201,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,27,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
202,Benedikt Gimber,de GER,DF,Heidenheim,28,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
203,Niklas Dorsch,de GER,MF,Heidenheim,27,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
204,Daniel Elfadli,ly LBY,DF,Hamburger SV,28,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
205,Nathan N'Goumou,cm CMR,RW,Gladbach,25,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
206,Rocco Reitz,de GER,MF,Gladbach,23,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
207,Wael Mohya,,AM,Gladbach,17,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
208,Moritz Jenz,de GER,DF,Wolfsburg,26,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
209,Hauke Wahl,de GER,DF,St Pauli,31,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
210,Manolis Saliakas,gr GRE,MF,St Pauli,28,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
211,Nikola Vasilj,ba BIH,GK,St Pauli,29,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
212,Felix Agu,ng NGA,"DF,MF",Werder Bremen,25,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
213,András Schäfer,hu HUN,MF,Union Berlin,26,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
214,Derrick Köhn,gh GHA,"MF,DF",Union Berlin,26,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
215,Janik Haberer,de GER,MF,Union Berlin,31,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
216,Jeong Woo-yeong,kr KOR,"MF,FW",Union Berlin,25,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
217,Arnaud Nordin,fr FRA,"MF,FW",Mainz 05,27,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
218,Stefan Bell,de GER,DF,Mainz 05,33,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
219,Patrick Osterhage,de GER,MF,Freiburg,25,"€ 32,692 (£ 28,340, $38,076)","€ 1,700,000 (£ 1,473,658, $1,979,962)",Unverified estimation
220,Martijn Kaars,,CF,St Pauli,26,"€ 30,769 (£ 26,673, $35,836)","€ 1,600,000 (£ 1,386,972, $1,863,494)",Unverified estimation
221,Mathias Pereira Lage,pt POR,"MF,FW",St Pauli,28,"€ 30,769 (£ 26,673, $35,836)","€ 1,600,000 (£ 1,386,972, $1,863,494)",Unverified estimation
222,Albian Hajdari,xk KVX,DF,Hoffenheim,22,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
223,Kevin Akpoguma,ng NGA,DF,Hoffenheim,30,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
224,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,27,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
225,Fabian Rieder,ch SUI,MF,Augsburg,23,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
226,Han-Noah Massengo,fr FRA,MF,Augsburg,24,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
227,Samuel Essende,cd COD,"MF,FW",Augsburg,27,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
228,Adrian Beck,de GER,MF,Heidenheim,28,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
229,Diant Ramaj,de GER,GK,Heidenheim,23,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
230,Jan Schöppner,de GER,MF,Heidenheim,26,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
231,Albert Sambi Lokonga,be BEL,MF,Hamburger SV,25,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
232,Daniel Peretz,il ISR,GK,Hamburger SV,25,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",
233,Rayan Philippe,fr FRA,"FW,MF",Hamburger SV,24,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
234,Joe Scally,us USA,"DF,MF",Gladbach,22,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
235,Philipp Sander,de GER,"DF,MF",Gladbach,27,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
236,Ameen Al-Dakhil,be BEL,DF,Stuttgart,23,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
237,Badredine Bouanani,dz ALG,MF,Stuttgart,20,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
238,Justin Njinmah,de GER,"FW,MF",Werder Bremen,24,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
239,Marco Grüll,at AUT,"MF,FW",Werder Bremen,27,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
240,Andrej Ilic,rs SRB,FW,Union Berlin,25,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
241,Diogo Leite,pt POR,DF,Union Berlin,26,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
242,Oliver Burke,sct SCO,"FW,MF",Union Berlin,28,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
243,Danny da Costa,de GER,"DF,MF",Mainz 05,32,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
244,Daniel Kyereh,gh GHA,AM,Freiburg,29,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
245,Max Rosenfelder,de GER,DF,Freiburg,22,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
246,Brajan Gruda,de GER,"MF,FW",RB Leipzig,21,"€ 29,038 (£ 25,149, $33,753)","€ 1,510,000 (£ 1,307,746, $1,755,173)",Unverified estimation
247,Ezechiel Banzuzi,nl NED,MF,RB Leipzig,20,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
248,Maarten Vandevoordt,be BEL,GK,RB Leipzig,23,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
249,Rômulo,br BRA,FW,RB Leipzig,23,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
250,Florian Kainz,at AUT,MF,Köln,32,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
251,Linton Maina,de GER,"MF,FW",Köln,26,"€ 29,038 (£ 25,172, $33,821)","€ 1,510,000 (£ 1,308,955, $1,758,672)",Unverified estimation
252,Leon Avdullahu,xk KVX,MF,Hoffenheim,21,"€ 27,308 (£ 23,672, $31,805)","€ 1,420,000 (£ 1,230,938, $1,653,851)",Unverified estimation
253,Noah Katterbach,de GER,"DF,MF",Hamburger SV,24,"€ 27,308 (£ 23,672, $31,805)","€ 1,420,000 (£ 1,230,938, $1,653,851)",Unverified estimation
254,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,21,"€ 27,308 (£ 23,672, $31,805)","€ 1,420,000 (£ 1,230,938, $1,653,851)",Unverified estimation
255,David Nemeth,at AUT,DF,St Pauli,24,"€ 27,308 (£ 23,672, $31,805)","€ 1,420,000 (£ 1,230,938, $1,653,851)",Unverified estimation
256,Tim Skarke,de GER,"MF,FW",Union Berlin,28,"€ 27,308 (£ 23,672, $31,805)","€ 1,420,000 (£ 1,230,938, $1,653,851)",Unverified estimation
257,Paul Nebel,de GER,MF,Mainz 05,22,"€ 27,308 (£ 23,672, $31,805)","€ 1,420,000 (£ 1,230,938, $1,653,851)",Unverified estimation
258,Tom Krauß,de GER,"MF,DF",Köln,24,"€ 27,308 (£ 23,672, $31,805)","€ 1,420,000 (£ 1,230,938, $1,653,851)",Unverified estimation
259,Grischa Prömel,de GER,MF,Hoffenheim,30,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
260,Robin Hranáč,cz CZE,DF,Hoffenheim,25,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
261,Dimitris Giannoulis,gr GRE,MF,Augsburg,29,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
262,Robin Fellhauer,de GER,MF,Augsburg,27,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
263,Leart Paqarada,xk KVX,DF,Heidenheim,30,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
264,Mathias Honsak,at AUT,"MF,FW",Heidenheim,28,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
265,Nicolai Remberg,de GER,MF,Hamburger SV,25,"€ 25,385 (£ 22,005, $29,565)","€ 1,320,000 (£ 1,144,252, $1,537,382)",Unverified estimation
