Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
517,Sebastian Otoa,dk DEN,DF,Genoa,21,"€ 5,385 (£ 4,668, $6,271)","€ 280,000 (£ 242,720, $326,111)",Unverified estimation
518,Edoardo Motta,,GK,Lazio,21,"€ 5,385 (£ 4,663, $6,259)","€ 280,000 (£ 242,496, $325,463)",Unverified estimation
519,Joseph Liteta,,CM,Cagliari,19,"€ 5,385 (£ 4,663, $6,259)","€ 280,000 (£ 242,496, $325,463)",Unverified estimation
520,Marco Palestra,it ITA,"MF,DF",Cagliari,20,"€ 5,385 (£ 4,668, $6,271)","€ 280,000 (£ 242,720, $326,111)",Unverified estimation
521,Riyad Idrissi,it ITA,"MF,DF",Cagliari,20,"€ 5,385 (£ 4,668, $6,271)","€ 280,000 (£ 242,720, $326,111)",Unverified estimation
522,Yael Trepy,,CF,Cagliari,19,"€ 5,385 (£ 4,663, $6,259)","€ 280,000 (£ 242,496, $325,463)",Unverified estimation
523,Edoardo Corvi,it ITA,GK,Parma,24,"€ 5,385 (£ 4,668, $6,271)","€ 280,000 (£ 242,720, $326,111)",Unverified estimation
524,Walid Cheddira,ma MAR,FW,Lecce,27,"€ 5,385 (£ 4,663, $6,259)","€ 280,000 (£ 242,496, $325,463)",
525,Raffaele Di Gennaro,it ITA,GK,Inter,31,"€ 5,385 (£ 4,668, $6,271)","€ 280,000 (£ 242,720, $326,111)",
526,Daniel Oyegoke,eng ENG,"MF,DF",Hellas Verona,22,"€ 5,000 (£ 4,334, $5,823)","€ 260,000 (£ 225,383, $302,818)",Unverified estimation
527,Radoslaw Zelezny,,GK,Roma,19,"€ 4,615 (£ 4,001, $5,375)","€ 240,000 (£ 208,046, $279,524)",Unverified estimation
528,Idrissa Touré,de GER,MF,Pisa,27,"€ 4,231 (£ 3,667, $4,928)","€ 220,000 (£ 190,709, $256,230)",Unverified estimation
529,Alen Sherri,al ALB,GK,Cagliari,27,"€ 4,231 (£ 3,648, $4,952)","€ 220,000 (£ 189,679, $257,522)",Unverified estimation
530,Othniël Raterink,,RB,Cagliari,19,"€ 4,231 (£ 3,664, $4,918)","€ 220,000 (£ 190,533, $255,721)",Unverified estimation
531,Luca Moro,it ITA,FW,Sassuolo,24,"€ 4,231 (£ 3,667, $4,928)","€ 220,000 (£ 190,709, $256,230)",Unverified estimation
532,Pedro Felipe,,CB,Sassuolo,21,"€ 4,231 (£ 3,664, $4,918)","€ 220,000 (£ 190,533, $255,721)",Unverified estimation
533,Matteo Palma,de GER,DF,Udinese,17,"€ 3,654 (£ 3,167, $4,256)","€ 190,000 (£ 164,703, $221,290)",Unverified estimation
534,Junior Ajayi,ci CIV,FW,Hellas Verona,20,"€ 3,654 (£ 3,167, $4,256)","€ 190,000 (£ 164,703, $221,290)",Unverified estimation
535,Francesco Rossi,it ITA,GK,Atalanta,34,"€ 3,654 (£ 3,167, $4,256)","€ 190,000 (£ 164,703, $221,290)",
536,Romano Floriani Mussolini,,RB,Cremonese,23,"€ 3,654 (£ 3,167, $4,256)","€ 190,000 (£ 164,703, $221,290)",Unverified estimation
537,Lorenzo Venturino,it ITA,MF,Roma,19,"€ 3,654 (£ 3,164, $4,247)","€ 190,000 (£ 164,551, $220,850)",Unverified estimation
538,Filippo Rinaldi,it ITA,GK,Parma,22,"€ 3,654 (£ 3,167, $4,256)","€ 190,000 (£ 164,703, $221,290)",Unverified estimation
539,Franco Carboni,it ITA,MF,Parma,22,"€ 3,654 (£ 3,164, $4,247)","€ 190,000 (£ 164,551, $220,850)",Unverified estimation
540,Matías Pérez,,CB,Lecce,20,"€ 3,654 (£ 3,167, $4,256)","€ 190,000 (£ 164,703, $221,290)",Unverified estimation
541,Mauro Vigorito,it ITA,GK,Como,35,"€ 3,269 (£ 2,834, $3,808)","€ 170,000 (£ 147,366, $197,996)",Unverified estimation
542,Eman Kospo,,CB,Fiorentina,18,"€ 3,269 (£ 2,834, $3,808)","€ 170,000 (£ 147,366, $197,996)",Unverified estimation
543,Luca Lezzerini,it ITA,GK,Fiorentina,30,"€ 3,269 (£ 2,834, $3,808)","€ 170,000 (£ 147,366, $197,996)",Unverified estimation
544,Niccolò Fortini,it ITA,MF,Fiorentina,19,"€ 3,269 (£ 2,834, $3,808)","€ 170,000 (£ 147,366, $197,996)",Unverified estimation
545,Gabriele Piccinini,it ITA,MF,Pisa,24,"€ 3,269 (£ 2,834, $3,808)","€ 170,000 (£ 147,366, $197,996)",Unverified estimation
546,Luca Lipani,it ITA,MF,Sassuolo,20,"€ 3,269 (£ 2,834, $3,808)","€ 170,000 (£ 147,366, $197,996)",Unverified estimation
547,Luis Balbo,,LB,Fiorentina,19,"€ 2,885 (£ 2,498, $3,353)","€ 150,000 (£ 129,909, $174,355)",Unverified estimation
548,Ernestas Lysionok,,GK,Genoa,18,"€ 2,885 (£ 2,498, $3,353)","€ 150,000 (£ 129,909, $174,355)",Unverified estimation
549,Mathias Ferrante,,GK,Napoli,19,"€ 2,885 (£ 2,498, $3,353)","€ 150,000 (£ 129,909, $174,355)",Unverified estimation
550,Abdoulaye Camara,,DM,Udinese,17,"€ 2,500 (£ 2,167, $2,912)","€ 130,000 (£ 112,691, $151,409)",Unverified estimation
551,Idrissa Guèye,sn SEN,FW,Udinese,18,"€ 2,500 (£ 2,167, $2,912)","€ 130,000 (£ 112,691, $151,409)",Unverified estimation
552,Arthur Borghi,,GK,Hellas Verona,18,"€ 2,500 (£ 2,165, $2,906)","€ 130,000 (£ 112,587, $151,108)",Unverified estimation
553,Henrique Menke,,GK,Como,19,"€ 2,500 (£ 2,167, $2,912)","€ 130,000 (£ 112,691, $151,409)",Unverified estimation
554,Daniel Denoon,,CB,Pisa,22,"€ 2,500 (£ 2,167, $2,912)","€ 130,000 (£ 112,691, $151,409)",Unverified estimation
555,Benja Cremaschi,,CM,Parma,20,"€ 2,500 (£ 2,167, $2,912)","€ 130,000 (£ 112,691, $151,409)",
556,Elia Plicco,,AM,Parma,19,"€ 2,500 (£ 2,167, $2,912)","€ 130,000 (£ 112,691, $151,409)",Unverified estimation
557,Gianluca Astaldi,,GK,Parma,19,"€ 2,500 (£ 2,165, $2,906)","€ 130,000 (£ 112,587, $151,108)",Unverified estimation
558,Sascha Britschgi,,RB,Parma,19,"€ 2,500 (£ 2,167, $2,912)","€ 130,000 (£ 112,691, $151,409)",Unverified estimation
559,Jasper Samooja,fi FIN,GK,Lecce,22,"€ 2,308 (£ 2,000, $2,688)","€ 120,000 (£ 104,023, $139,762)",Unverified estimation
560,Fallou Cham,,RB,Hellas Verona,19,"€ 2,115 (£ 1,834, $2,464)","€ 110,000 (£ 95,354, $128,115)",Unverified estimation
561,Giacomo Toniolo,,GK,Hellas Verona,21,"€ 2,115 (£ 1,834, $2,464)","€ 110,000 (£ 95,354, $128,115)",Unverified estimation
562,Massimo Pessina,,GK,Bologna,18,"€ 2,115 (£ 1,834, $2,464)","€ 110,000 (£ 95,354, $128,115)",Unverified estimation
563,Eddy Kouadio,,CB,Fiorentina,19,"€ 2,115 (£ 1,834, $2,464)","€ 110,000 (£ 95,354, $128,115)",Unverified estimation
564,Marius Marin,ro ROU,MF,Pisa,26,"€ 2,115 (£ 1,834, $2,464)","€ 110,000 (£ 95,354, $128,115)",Unverified estimation
565,Alessio Furlanetto,it ITA,GK,Lazio,23,"€ 2,115 (£ 1,834, $2,464)","€ 110,000 (£ 95,354, $128,115)",Unverified estimation
566,Lapo Nava,it ITA,GK,Cremonese,21,"€ 2,115 (£ 1,834, $2,464)","€ 110,000 (£ 95,354, $128,115)",Unverified estimation
567,Giuseppe Ciocci,it ITA,GK,Cagliari,23,"€ 1,346 (£ 1,167, $1,568)","€ 70,000 (£ 60,680, $81,528)",Unverified estimation
568,Þórir Jóhann Helgason,is ISL,MF,Lecce,24,"€ 1,154 (£ 1,000, $1,344)","€ 60,000 (£ 52,011, $69,881)",Unverified estimation
